Id,CardName,Description,GuardianStar1,GuardianStar2,Level,CardType,Attribute,Attack,Defense,Password,StarchipCost,IsAngelWinged,IsBugrothian,IsMercuryMagicUser,IsDragon,IsElf,IsFeatherian,IsFemale,IsJar,IsKoumorian,IsMystElfian,IsPyro,IsTurtle,IsUsableBeast,NumSort,AbcSort,MaxSort,AtkSort,DefSort,TypSort,AISort
237,Haniwa,"An earthen doll
that protects
the treasure
in the tombs
of ancient kings.",Uranus,Jupiter,2,Rock,Earth,500,500,84285623,20,0,0,0,0,0,0,0,0,0,0,0,0,0,237,271,577,568,562,582,56
238,Yashinoki,"A palm tree with a
will of its own that
attacks enemies by
flinging coconuts.",Jupiter,Moon,2,Plant,Earth,800,600,41061625,30,0,0,0,0,0,0,0,0,0,0,0,0,0,238,714,521,479,521,621,50
239,Vishwar Randi,"A woman warrior that
serves the forces
of darkness.",Mercury,Uranus,3,Warrior,Dark,900,700,78556320,35,0,0,1,0,0,0,1,0,0,0,0,0,0,239,669,483,426,490,187,48
240,The Drdek,"An eyeball creature
with legs for
jumping high and
delivering finishing
blows with its sharp
claws.",Moon,Saturn,3,Fiend,Dark,700,800,8944575,30,0,0,0,0,0,0,0,0,1,0,0,0,0,240,617,506,503,463,329,50
241,Dark Assailant,"Armed with Psycho
Sword, this sinister
cutthroat rules the
outer land.",Moon,Uranus,4,Zombie,Dark,1200,1200,41949033,120,0,0,0,0,0,0,0,0,0,0,0,0,0,241,127,345,298,289,94,42
242,Candle of Fate,"An opponent's fate
is decided
when the flames
of each finger
are extinguished.",Mars,Moon,2,Fiend,Dark,600,600,47695416,25,0,0,0,0,0,0,0,0,0,0,1,0,0,242,88,560,542,534,277,54
243,Water Element,"A water spirit
that envelops
its opponent
in a thick fog
to cover its attack.",Neptune,Saturn,3,Aqua,Water,900,700,3732747,35,0,1,0,0,0,0,1,0,0,0,0,0,0,243,675,484,427,491,558,48
244,Dissolverock,"A monster borne from
the lava pits.
Generates intensive
heat that can melt
away its enemies.",Mars,Venus,3,Rock,Earth,900,1000,40826495,50,0,0,0,0,0,0,0,0,0,0,1,0,0,244,153,426,410,366,580,46
245,Meda Bat,"An eyeball fiend
created by a servant
of darkness.
Uses ""Dark Spheres""
to blow away
its enemies.",Moon,Neptune,2,Fiend,Dark,800,400,76211194,25,0,0,0,0,0,0,0,0,1,0,0,0,0,245,404,525,482,572,308,50
246,One Who Hunts Souls,"A creature
with a sword
that gains its power
from the life forces
of its victims.",Moon,Mercury,4,Beast-Warrior,Earth,1100,1000,3606209,60,0,0,0,0,0,0,0,0,1,0,0,0,0,246,471,400,345,358,201,44
247,Root Water,"An amphibian capable
of calling up a
massive tidal wave
from the dark seas
to wipe out enemy
monsters.",Neptune,Sun,3,Fish,Water,900,800,39004808,40,0,0,0,0,0,0,0,0,0,0,0,0,0,247,530,471,418,456,440,48
248,Master & Expert,"A fearsome duo
consisting of a
beast master and
its loyal servant.",Jupiter,Venus,4,Beast,Earth,1200,1000,75499502,70,0,0,0,0,0,0,0,0,0,0,0,0,1,248,396,361,307,351,227,42
249,Water Omotics,"Transforms the water
overflowing from a
jar into attacking
dragons.",Neptune,Moon,4,Aqua,Water,1400,1200,2483611,120,0,1,0,0,0,0,1,0,0,0,0,0,0,249,678,280,226,284,561,38
250,Hyo,"An ice warrior whose
slightest touch
freezes an opponent.",Neptune,Mercury,3,Warrior,Water,800,1200,38982356,55,0,1,0,0,0,0,0,0,0,0,0,0,0,250,298,382,449,302,149,42
251,Enchanting Mermaid,"A beautiful mermaid
that lures voyagers
to a watery grave.",Neptune,Venus,3,Fish,Water,1200,900,75376965,60,0,0,0,0,0,0,1,0,0,0,0,0,0,251,182,371,314,388,432,42
252,Nekogal #1,"A cat creature that
looks cute to the
eye but delivers
scratching blows
with its sharp claws.",Jupiter,Mercury,3,Beast,Earth,1100,900,1761063,999999,0,0,0,0,0,0,1,0,0,0,0,0,0,252,460,404,347,399,234,44
253,Angelwitch,"A creature
that chose the
path of sorcery
to become a witch.",Mercury,Neptune,3,Spellcaster,Dark,800,1000,37160778,45,1,0,1,0,0,1,1,0,0,0,0,0,0,253,22,433,453,368,36,46
254,Embryonic Beast,"A repulsive monster
with a gaping belly
that swallows almost
anything.",Moon,Mars,2,Fiend,Dark,500,750,64154377,25,0,0,0,0,0,0,0,0,1,0,0,0,0,254,179,530,562,470,289,51
255,Prevent Rat,"This monster is
shielded by 
a hide covered
in thick hair.",Jupiter,Uranus,4,Beast,Earth,500,2000,549481,100,0,0,0,0,0,0,0,0,0,0,0,0,1,255,495,100,556,69,237,23
256,Dimensional Warrior,"A monster
capable of creating
dimensional rifts
to trap its enemies.",Venus,Mars,4,Warrior,Earth,1200,1000,37043180,70,0,0,0,0,0,0,0,0,0,0,0,0,0,256,151,353,300,344,130,42
257,Stone Armadiller,"With a body armored
by rock-hard fur,
this monster
features excellent
defense capabilities.",Uranus,Sun,3,Rock,Earth,800,1200,63432835,55,0,0,0,0,0,0,0,0,0,0,0,0,0,257,586,386,451,304,594,42
258,Beastking of the Swamps,"This creature
changes the ground
at its feet into
quicksand to ensnare
its enemies.",Uranus,Mercury,4,Aqua,Water,1000,1100,99426834,60,0,1,0,0,0,0,0,0,0,0,0,0,0,258,54,395,372,317,513,44
259,Ancient Sorcerer,"A master fighter
that uses various
staffs to render
enemies unconscious.",Mercury,Moon,4,Spellcaster,Dark,1000,1300,36821538,80,0,0,1,0,0,0,0,0,0,0,0,0,0,259,19,318,365,248,35,40
260,Lunar Queen Elzaim,"A lovely
moon goddess that
can throw up
a lunar curtain
to block
enemy attacks.",Moon,Venus,3,Fairy,Light,750,1100,62210247,45,1,0,0,0,0,0,1,0,0,1,0,0,0,260,372,411,483,321,352,44
261,Wicked Mirror,"A malevolent mirror
that hypnotizes
a beholder and
renders the victim
susceptible
to attacks.",Venus,Jupiter,2,Fiend,Dark,700,600,15150371,30,0,0,0,0,0,0,0,0,0,0,0,0,0,261,687,546,514,531,335,52
262,The Little Swordsman of Aile,"An elf warrior
mounted on a huge
lizard.",Neptune,Mars,3,Warrior,Water,800,1300,25109950,60,0,1,0,0,0,0,0,0,0,0,0,0,0,262,621,330,448,253,184,40
263,Rock Ogre Grotto #2,"A stone golem
that turns opponents
into rocks and
crushes them to dust.",Uranus,Sun,3,Rock,Earth,700,1400,62193699,60,0,0,0,0,0,0,0,0,0,0,0,0,0,263,527,293,493,222,592,38
264,Wing Egg Elf,"Hiding within its
eggshell, this
creature blocks
enemy attacks with
its massive wings.",Sun,Mars,3,Fairy,Light,500,1300,98582704,45,1,0,0,0,1,1,0,0,0,1,0,0,0,264,691,337,558,258,364,40
265,The Furious Sea King,"Grand King of the
Seven Seas.
Able to summon
massive tidal waves
to drown the enemy.",Neptune,Jupiter,3,Aqua,Water,800,700,18710707,30,0,1,0,0,0,0,0,0,0,0,0,0,0,265,618,507,469,494,548,50
266,Princess of Tsurugi,"A queen of swords
that is virtually
unequalled in her
mastery of every
blade imaginable
to man.",Saturn,Venus,3,Warrior,Wind,900,700,51371017,35,0,0,0,0,0,0,1,0,0,0,0,0,0,266,496,479,423,487,170,48
267,Unknown Warrior of Fiend,"The speed of this
warrior creates
an intense vacuum
that can actually
slice through
a monster's hide.",Mercury,Mars,3,Warrior,Dark,1000,500,97360116,30,0,0,1,0,0,0,0,0,0,0,0,0,0,267,661,453,393,544,186,46
268,Sectarian of Secrets,"A sorcerer that
worships the dark
forces and can
summon a massive
hand to drag away
opponents into
the netherworld.",Mercury,Jupiter,2,Spellcaster,Dark,700,500,15507080,25,0,0,1,0,0,0,0,0,0,0,0,0,0,268,544,555,519,553,79,52
269,Versago the Destroyer,"A lord of
destruction
born from the heart
of darkness,
this creature
can summon storms
to destroy opponents.",Mercury,Saturn,3,Fiend,Dark,1100,900,50259460,55,0,0,1,0,0,0,0,0,0,0,0,0,0,269,665,406,349,401,333,44
270,Wetha,"A rain spirit that
can summon typhoons
to blow away its
enemies.",Neptune,Saturn,3,Aqua,Water,1000,900,96643568,50,0,1,0,0,0,0,0,0,0,0,0,0,0,270,682,429,380,404,564,46
271,Megirus Light,"This creature's
ominous eyes can
unleash piercing
rays against its
enemies.",Mercury,Uranus,3,Fiend,Dark,900,600,23032273,30,0,0,1,0,0,0,0,0,0,0,0,0,0,271,409,488,428,512,309,48
272,Mavelus,"Related to the
phoenix, this
creature dwells in
the mountains. Its
fiery breath is
extremely scorching.",Mars,Mercury,4,Winged Beast,Wind,1300,900,59036972,70,0,0,0,0,0,1,0,0,0,0,1,0,0,272,397,326,268,382,258,40
273,Ancient Tree of Enlightenment,"Armed with a wealth
of knowledge, this
monster is able to
block just about
any attack.",Jupiter,Pluto,3,Plant,Earth,600,1500,86421986,60,0,0,0,0,0,0,0,0,0,0,0,0,0,273,21,253,525,186,601,36
274,Green Phantom King,"This youthful king
of the forests lives
in a green world,
abundant with trees
and wildlife.",Jupiter,Neptune,3,Plant,Earth,500,1600,22910685,60,0,0,0,0,0,0,0,0,0,0,0,0,0,274,259,214,557,148,608,33
275,Ground Attacker Bugroth,"A land-based armored
robot that is said
to once have marine
attack capabilities.",Uranus,Moon,4,Machine,Earth,1500,1000,58314394,100,0,0,0,0,0,0,0,0,0,0,0,0,0,275,263,244,202,328,468,36
276,Ray & Temperature,"The Sun and the
North Wind join
hands to deliver
a devastating
combination of heat
and gale-force winds.",Sun,Saturn,3,Fairy,Light,1000,1000,85309439,55,0,0,0,0,0,0,0,0,0,0,0,0,0,276,513,422,376,362,358,46
277,Gorgon Egg,"A gorgon's egg with
eyes said to create
whatever creature
crosses its view.",Moon,Jupiter,3,Fiend,Dark,300,1300,11793047,35,0,0,0,0,0,0,0,0,1,0,0,0,0,277,252,338,594,259,293,40
278,Petit Moth,"Nobody has any idea
what creature may
spawn from this
mysterious larva.",Jupiter,Sun,1,Insect,Earth,300,200,58192742,10,0,0,0,0,0,0,0,0,0,0,0,0,0,278,489,616,607,615,399,60
279,King Fog,"A spectre that
dwells in a blinding
curtain of smoke.",Mercury,Neptune,3,Fiend,Dark,1000,900,84686841,50,0,0,1,0,0,0,0,0,0,0,0,0,0,279,333,428,379,403,299,46
280,Protector of the Throne,"A creature that
protects the king's
throne from usurpers.",Uranus,Venus,4,Warrior,Earth,800,1500,10071456,80,0,0,0,0,0,0,1,0,0,0,0,0,0,280,498,251,446,185,171,36
281,Mystic Clown,"Nothing can stop the
mad attack of this
powerful creature.",Mercury,Moon,4,Fiend,Dark,1500,1000,47060154,100,0,0,1,0,0,0,0,0,0,0,0,0,0,281,447,246,203,329,315,36
282,Mystical Sheep #2,"A monstrous sheep
with a long tail for
hypnotizing enemies
to render them
powerless.",Venus,Saturn,3,Beast,Earth,800,1000,83464209,45,0,0,0,0,0,0,0,0,0,0,0,0,1,282,455,441,458,373,233,46
283,Holograh,"A monster machine
that generates
images to confuse
its enemies,
making them prone
to attacks.",Sun,Jupiter,3,Machine,Earth,1100,700,10859908,45,0,0,0,0,0,0,0,0,0,0,0,0,0,283,287,413,355,477,470,44
284,Tao the Chanter,"A magic-user that
corrodes the yin
and yang to create
a twisted power
to attack enemies.",Venus,Uranus,3,Spellcaster,Earth,1200,900,46247516,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,284,607,376,318,392,83,42
285,Serpent Marauder,"A snake with a
single eye that
blows an icy breath
to freeze its
opponents.",Neptune,Sun,2,Reptile,Earth,700,600,82742611,30,0,1,0,0,0,0,0,0,0,0,0,0,0,285,547,545,513,530,423,52
286,Gatekeeper,"An indestructible
machine
built to protect
key entrances.",Mercury,Mars,5,Machine,Dark,1500,1800,19737320,290,0,0,1,0,0,0,0,0,0,0,0,0,0,286,233,140,183,104,463,28
287,Ogre of the Black Shadow,"An ogre possessed
by the powers
of the dark.
Few can withstand
its rapid charge.",Moon,Saturn,4,Beast-Warrior,Earth,1200,1400,45121025,120,0,0,0,0,0,0,0,0,1,0,0,0,0,287,470,277,292,213,200,38
288,Dark Artist,"A demented artist
that creates
objets d'art
to crush enemies.",Mercury,Jupiter,3,Fiend,Dark,600,1400,72520073,999999,0,0,1,0,0,0,0,0,0,0,0,0,0,288,126,297,527,224,282,38
289,Change Slime,"A shape-shifting
slime that is
capable of adopting
the form of other
creatures.",Neptune,Moon,1,Aqua,Water,400,300,18914778,15,0,1,0,0,0,0,0,0,0,0,0,0,0,289,94,593,587,593,517,58
290,Moon Envoy,"A servant of the
moon goddess,
this warrior
wields a pike
with a spectacular
crescent-shaped
blade.",Moon,Saturn,4,Warrior,Light,1100,1000,45909477,60,0,0,0,0,0,0,0,0,0,0,0,0,0,290,432,399,344,357,163,44
291,Fireyarou,"A malevolent
creature
wrapped in flames
that attacks enemies
with intense fire.",Mars,Saturn,4,Pyro,Fire,1300,1000,71407486,80,0,0,0,0,0,0,0,0,0,0,1,0,0,291,206,321,264,337,571,40
292,Psychic Kappa,"An amphibian with
extrasensory powers
for blocking attacks.",Neptune,Venus,2,Aqua,Water,400,1000,7892180,30,0,1,0,0,0,0,0,0,0,0,0,0,0,292,499,454,580,379,543,46
293,Masaki the Legendary Swordsman,"Legendary
swordmaster and a
veteran of over 100
battles.",Sun,Uranus,4,Warrior,Earth,1100,1100,44287299,70,0,0,0,0,0,0,0,0,0,0,0,0,0,293,391,394,341,316,158,44
294,Dragoness the Wicked Knight,"A warrior
equipped with
equipment fashioned
from dragon scales.",Saturn,Mercury,3,Warrior,Wind,1200,900,70681994,60,0,0,0,0,0,0,0,0,0,0,0,0,0,294,166,369,312,386,133,42
295,Bio Plant,"A monstrous creature
born from a failed
lab experiment.",Jupiter,Moon,3,Fiend,Dark,600,1300,7670542,50,0,0,0,0,0,0,0,0,0,0,0,0,0,295,64,336,528,257,276,40
296,One-eyed Shield Dragon,"This dragon wears a
shield not only for
its own protection
but also for ramming
its enemies.",Saturn,Pluto,3,Dragon,Wind,700,1300,33064647,55,0,0,0,1,0,0,0,0,0,0,0,0,0,296,472,334,496,255,19,40
297,Cyber Soldier of Darkworld,"An unstoppable
mechanical soldier
powered by dark
forces.",Moon,Uranus,4,Machine,Dark,1400,1200,75559356,120,0,0,0,0,0,0,0,0,0,0,0,0,0,297,122,271,223,281,458,38
298,Wicked Dragon with the Ersatz Head,"A two-headed dragon
with a pair of
vicious jaws for
crushing its enemies.",Moon,Neptune,3,Dragon,Wind,900,900,2957055,45,0,0,0,1,0,0,0,0,1,0,0,0,0,298,686,458,412,406,29,48
299,Sonic Maid,"A maiden
that uses sound
to her advantage.
She wields a scythe
that's shaped
like a musical note.",Sun,Pluto,3,Warrior,Earth,1200,900,38942059,999999,0,0,0,0,0,0,1,0,0,0,0,0,0,299,570,374,316,390,176,42
300,Kurama,"A vicious bird that
attacks from the
skies with its
whip-like tail.",Saturn,Neptune,3,Winged Beast,Wind,800,800,85705804,35,0,0,0,0,0,0,0,0,0,0,0,0,0,300,341,502,467,460,257,50
301,Legendary Sword,"A sword that brings
out the best in
warriors. It cannot
be used by servants
of the dark.",,,,Equip,,0,0,61854111,800,0,0,0,0,0,0,0,0,0,0,0,0,0,301,359,676,676,676,707,63
302,Sword of Dark Destruction,"Dark forces
increase the power
of Warriors!",,,,Equip,,0,0,37120512,800,0,0,0,0,0,0,0,0,0,0,0,0,0,302,599,707,707,707,719,63
303,Dark Energy,"Dark forces increase
the power of Fiends
and other monsters
of the Dark!",,,,Equip,,0,0,4614116,800,0,0,0,0,0,0,0,0,0,0,0,0,0,303,130,641,641,641,695,63
304,Axe of Despair,"Fiends and
Beast-Warriors can
constantly use their
maximum strength!",,,,Equip,,0,0,40619825,800,0,0,0,0,0,0,0,0,0,0,0,0,0,304,36,623,623,623,689,63
305,Laser Cannon Armor,"Arms Insects with
a powerful laser!",,,,Equip,,0,0,77007920,800,0,0,0,0,0,0,0,0,0,0,0,0,0,305,356,675,675,675,706,63
306,Insect Armor with Laser Cannon,"Allows Insects to
fire an intense
blast of fire!",,,,Equip,,0,0,3492538,800,0,0,0,0,0,0,0,0,0,0,0,0,0,306,303,670,670,670,703,63
307,Elf's Light,"Increases the power
of elves with
mystical light!",,,,Equip,,0,0,39897277,800,0,0,0,0,0,0,0,0,0,0,0,0,0,307,178,651,651,651,699,63
308,Beast Fangs,"Increases the power
of Beasts and other
fanged monsters!",,,,Equip,,0,0,46009906,800,0,0,0,0,0,0,0,0,0,0,0,0,0,308,53,626,626,626,690,63
309,Steel Shell,"Boosts the power of
shelled monsters!
Said to have no
effect on those
without shells.",,,,Equip,,0,0,2370081,800,0,0,0,0,0,0,0,0,0,0,0,0,0,309,585,705,705,705,718,63
310,Vile Germs,"Vile microbes boost
the power of Plants
in the woods!",,,,Equip,,0,0,39774685,800,0,0,0,0,0,0,0,0,0,0,0,0,0,310,666,713,713,713,720,63
311,Black Pendant,"This pendant grants
extra power
to Dark sorcerers!",,,,Equip,,0,0,65169794,800,0,0,0,0,0,0,0,0,0,0,0,0,0,311,67,629,629,629,691,63
312,Silver Bow and Arrow,"Silver bow and arrow
enhances the power
of Fairies.",,,,Equip,,0,0,1557499,800,0,0,0,0,0,0,0,0,0,0,0,0,0,312,554,699,699,699,717,63
313,Horn of Light,"Increases the power
of horned creatures!
Has no effect
on Dark monsters.",,,,Equip,,0,0,38552107,800,0,0,0,0,0,0,0,0,0,0,0,0,0,313,289,667,667,667,701,63
314,Horn of the Unicorn,"Increases the power
of Dark monsters
with horns!",,,,Equip,,0,0,64047146,800,0,0,0,0,0,0,0,0,0,0,0,0,0,314,290,668,668,668,702,63
315,Dragon Treasure,"A legendary treasure
that increases the
power of dragons.",,,,Equip,,0,0,1435851,800,0,0,0,0,0,0,0,0,0,0,0,0,0,315,164,647,647,647,696,63
316,Electro-whip,"A whip for
paralyzing enemies.
Increases power when
equipped with
female creatures.",,,,Equip,,0,0,37820550,800,0,0,0,0,0,0,0,0,0,0,0,0,0,316,176,649,649,649,697,63
317,Cyber Shield,"Increases the power
of female monsters
by changing their
attitudes.",,,,Equip,,0,0,63224564,800,0,0,0,0,0,0,0,0,0,0,0,0,0,317,120,640,640,640,694,63
318,Elegant Egotist,"Creates two
doppelgangers of
Harpy Lady for
three-pronged
attacks!",,,,Equip,,0,0,90219263,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,318,177,650,650,650,698,63
319,Mystical Moon,"Moonlight increases
the power of Beasts!",,,,Equip,,0,0,36607978,800,0,0,0,0,0,0,0,0,0,0,0,0,0,319,452,684,684,684,713,63
320,Stop Defense,"Forces an opponent's
monster card
positioned for
defense into the
attack position.",,,,Magic,,0,0,63102017,800,0,0,0,0,0,0,0,0,0,0,0,0,0,320,590,706,706,706,648,64
321,Malevolent Nuzzler,"Diabolic forces act
to increase the
power of female and
Dark monsters!",,,,Equip,,0,0,99597615,800,0,0,0,0,0,0,0,0,0,0,0,0,0,321,384,679,679,679,710,63
322,Violet Crystal,"Mystic forces from
the crystal increase
the power of Zombies.",,,,Equip,,0,0,15052462,800,0,0,0,0,0,0,0,0,0,0,0,0,0,322,668,714,714,714,721,63
323,Book of Secret Arts,"A magic book for
increasing the power
of magic-users.
It cannot be used
by bad-hearted
sorcerers.",,,,Equip,,0,0,91595718,800,0,0,0,0,0,0,0,0,0,0,0,0,0,323,80,630,630,630,692,63
324,Invigoration,"Increases the power
of Thunder, Rock,
and Pyro monsters.",,,,Equip,,0,0,98374133,800,0,0,0,0,0,0,0,0,0,0,0,0,0,324,307,671,671,671,704,63
325,Machine Conversion Factory,"A manufacturing
facility that tunes
up all Machine
monsters.",,,,Equip,,0,0,25769732,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,325,375,677,677,677,708,63
326,Raise Body Heat,"Absorbs the sun's
energy to increase
the power of
Dinosaurs!",,,,Equip,,0,0,51267887,800,0,0,0,0,0,0,0,0,0,0,0,0,0,326,511,690,690,690,715,63
327,Follow Wind,"The winds provide
support to increase
the power of Winged
Beasts and other
flying monsters!",,,,Equip,,0,0,98252586,800,0,0,0,0,0,0,0,0,0,0,0,0,0,327,214,657,657,657,700,63
328,Power of Kaishin,"Poseidon's Strength
is shared to boost
the power of
Aqua, Fish, and
Sea Serpent
monsters!",,,,Equip,,0,0,77027445,800,0,0,0,0,0,0,0,0,0,0,0,0,0,328,493,687,687,687,714,63
329,Dragon Capture Jar,"Destroys
all opponent
Dragon monsters
on the playfield!",,,,Magic,,0,0,50045299,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,329,160,646,646,646,628,64
330,Forest,"Changes the field
in favor of
Beast-Warrior,
Insect, Plant, and
Beast monsters!",,,,Magic,,0,0,87430998,55,0,0,0,0,0,0,0,0,0,0,0,0,0,330,215,658,658,658,633,64
331,Wasteland,"Changes the field
in favor of Zombie,
Dinosaur and
Rock monsters!",,,,Magic,,0,0,23424603,55,0,0,0,0,0,0,0,0,0,0,0,0,0,331,674,717,717,717,653,64
332,Mountain,"Changes the field
in favor of Dragon,
Winged Beast, and
Thunder monsters!",,,,Magic,,0,0,50913601,55,0,0,0,0,0,0,0,0,0,0,0,0,0,332,436,683,683,683,638,64
333,Sogen,"Changes the field
to meadow land
in favor of Warrior
and Beast-Warrior
monsters!",,,,Magic,,0,0,86318356,55,0,0,0,0,0,0,0,0,0,0,0,0,0,333,568,700,700,700,643,64
334,Umi,"Changes the field
in favor of Aqua
and Thunder monsters,
but unfavorable to
Machine and Pyro
monsters!",,,,Magic,,0,0,22702055,55,0,0,0,0,0,0,0,0,0,0,0,0,0,334,660,712,712,712,651,64
335,Yami,"Changes the field
in favor of
Magic-User and
Fiend monsters,
but unfavorable
to Fairy monsters!",,,,Magic,,0,0,59197169,55,0,0,0,0,0,0,0,0,0,0,0,0,0,335,712,721,721,721,654,64
336,Dark Hole,"Sucks up every card
in play on the field!",,,,Magic,,0,0,53129443,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,336,132,642,642,642,625,64
337,Raigeki,"Destroys every
opposing monster
with a stroke
of lightning!",,,,Magic,,0,0,12580477,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,337,508,689,689,689,640,64
338,Mooyan Curry,"A delicious
beef curry increases
Life Points by 200!",,,,Magic,,0,0,58074572,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,338,433,682,682,682,637,64
339,Red Medicine,"A magic potion
that increases
Life Points by 500!",,,,Magic,,0,0,38199696,55,0,0,0,0,0,0,0,0,0,0,0,0,0,339,515,691,691,691,641,64
340,Goblin's Secret Remedy,"A goblin's herb
that increases
Life Points by 1000!",,,,Magic,,0,0,11868825,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,340,247,663,663,663,634,64
341,Soul of the Pure,"A fairy potion
that increases
Life Points by 2000!",,,,Magic,,0,0,47852924,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,341,572,701,701,701,644,64
342,Dian Keto the Cure Master,"A mystical power
that increases
Life Points by 5000!",,,,Magic,,0,0,84257639,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,342,148,645,645,645,627,64
343,Sparks,"A shower of sparks
inflicts 50 points
of damage
to your opponent's
Life Points!!",,,,Magic,,0,0,76103675,10,0,0,0,0,0,0,0,0,0,0,0,0,0,343,573,702,702,702,645,64
344,Hinotama,"A fireball
inflicts 100 points
of damage
to your opponent's
Life Points!!",,,,Magic,,0,0,46130346,55,0,0,0,0,0,0,0,0,0,0,0,0,0,344,282,666,666,666,636,64
345,Final Flame,"Flames
inflict 200 points
of damage
to your opponent's
Life Points!!",,,,Magic,,0,0,73134081,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,345,200,656,656,656,632,64
346,Ookazi,"Flames
inflict 500 points
of damage
to your opponent's
Life Points!",,,,Magic,,0,0,19523799,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,346,474,686,686,686,639,64
347,Tremendous Fire,"An inferno
inflicts 1000 points
of damage
to your opponent's
Life Points!",,,,Magic,,0,0,46918794,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,347,642,709,709,709,650,64
348,Swords of Revealing Light,"Enemy monsters
are revealed and
your opponent
cannot attack
for three turns.",,,,Magic,,0,0,72302403,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,348,600,708,708,708,649,64
349,Spellbinding Circle,"A curse reduces the
power of all enemy
monsters!",,,,Magic,,0,0,18807108,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,349,574,703,703,703,646,64
350,Dark-piercing Light,"A dazzling light
reveals all monsters
on the playing field.",,,,Magic,,0,0,45895206,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,350,143,644,644,644,626,64
351,Yaranzo,"A monster that
attacks anybody
who attempts
to open its lid.",Moon,Mercury,4,Zombie,Dark,1300,1500,71280811,160,0,0,0,0,0,0,0,0,0,0,0,0,0,351,713,226,248,176,118,36
352,Kanan the Swordmistress,"A lady swordsman
that floats like a
butterfly and stings
like a bee.",Uranus,Neptune,4,Warrior,Earth,1400,1400,12829151,160,0,0,0,0,0,0,1,0,0,0,0,0,0,352,324,259,218,201,154,38
353,Takriminos,"A finned creature
distantly related
to sea Dragons.",Neptune,Mercury,4,Sea Serpent,Water,1500,1200,44073668,140,0,0,0,1,0,0,0,0,0,0,0,0,0,353,605,239,198,277,448,36
354,Stuffed Animal,"A deceptively cute
stuffed animal that
bites.",Moon,Mars,3,Warrior,Earth,1200,900,71068263,60,0,0,0,0,0,0,0,0,0,0,0,0,0,354,591,375,317,391,177,42
355,Megasonic Eye,"A cryptic doomsday
machine that comes
from the edge of
the universe.",Moon,Jupiter,5,Machine,Dark,1500,1800,7562372,290,0,0,0,0,0,0,0,0,0,0,0,0,0,355,407,143,184,105,480,28
356,Super War-lion,"A very vicious lion
with sharp and
long claws.",Jupiter,Venus,7,Beast,Earth,2300,2100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,356,595,43,35,43,240,17
357,Yamadron,"A three-headed,
fire-breathing
monster.",Mars,Uranus,5,Dragon,Fire,1600,1800,70345785,320,0,0,0,1,0,0,0,0,0,0,1,0,0,357,709,135,152,102,31,28
358,Seiyaryu,"A sacred dragon
that burns away
wickedness with its
mystical flames.",Sun,Neptune,7,Dragon,Light,2500,2300,6740720,1700,0,0,0,1,0,0,0,0,0,0,0,0,0,358,545,27,23,27,23,13
359,Three-legged Zombies,"Bony and Tubby,
a friendly pair
of skeletons.",Moon,Pluto,3,Zombie,Dark,1100,800,33734439,50,0,0,0,0,0,0,0,0,0,0,0,0,0,359,630,410,353,445,116,44
360,Zera The Mant,"A huge, brutal
monster that attacks
with razor-sharp
claws.",Moon,Saturn,8,Fiend,Dark,2800,2300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,360,719,15,12,26,338,8
361,Flying Penguin,"A rare penguin that
flies with the wings
on its head.",Neptune,Jupiter,4,Aqua,Water,1200,1000,5628232,70,0,1,0,0,0,0,0,0,0,0,0,0,0,361,213,354,301,345,523,42
362,Millennium Shield,"A Millennium Item
candidate
that is said
to block any
powerful attack.",Uranus,Mars,5,Warrior,Earth,0,3000,32012841,200,0,0,0,0,0,0,0,0,0,0,0,0,0,362,421,11,620,6,160,5
363,Fairy's Gift,"Flies around
spreading happiness
to all.",Jupiter,Mercury,4,Spellcaster,Light,1400,1000,68401546,120,0,0,0,0,0,0,1,0,0,0,0,0,0,363,190,286,229,332,47,38
364,Black Luster Soldier,"A powerful warrior
with the same
capabilities as the
legendary Blue-eyes
White Dragon.",Moon,Uranus,8,Warrior,Dark,3000,2500,,,0,0,0,0,0,0,0,0,0,0,0,0,0,364,66,6,6,10,127,5
365,Fiend's Mirror,"An arcane glass
that draws
its enemies into
the mirror world.",Venus,Pluto,6,Fiend,Dark,2100,1800,,,0,0,0,0,0,0,0,0,0,0,0,0,0,365,199,65,51,92,291,21
